text,timestamp,author_id,poll_id
dYeNyvzUHxFY,2025-05-12T00:45:56.660366100,670,226
oRMXOKTKIMyRNufAoOyEkygRLoUROJ,2025-05-16T00:45:56.660366100,549,305
t,2025-04-24T00:45:56.660366100,698,981
GqeNCVnIksBGqJACGCqCesDchH,2025-05-09T00:45:56.660366100,866,270
aQImxBZICefiKVHMqeQwE,2025-04-17T00:45:56.660366100,867,672
nPAjlZlgHxQHqNSKU,2025-05-12T00:45:56.660366100,695,622
xotjgEyWFTrESIbZDDaR,2025-04-21T00:45:56.660366100,344,373
NXNQFrmkNPUSKzXgtkwgQ,2025-04-25T00:45:56.660366100,257,103
PRPUMgpOzdMnzhgxXDhDbydIYNJNk,2025-05-01T00:45:56.660366100,994,580
wzdeaqXwdGg,2025-05-13T00:45:56.660366100,372,484
UaMSMhioCOYnEhCLZWKk,2025-05-01T00:45:56.660366100,611,288
PtKEEIzWMfFsFUjuSF,2025-05-10T00:45:56.660366100,695,921
vICHHmNdzLQOzzSUuRPWJGhRJkr,2025-04-30T00:45:56.660366100,532,887
zYAKQrbciRTThkbelQxXdmERkAy,2025-04-30T00:45:56.661366500,515,602
OpfWefSrjTJnMkKLYaIpXjuKUTXFXOr,2025-05-05T00:45:56.661366500,628,351
Ssw,2025-04-22T00:45:56.661366500,986,916
bASAzYhOBetIpJLkQHzcfD,2025-05-09T00:45:56.661366500,645,491
IbUERUMrCBEom,2025-04-17T00:45:56.661366500,472,261
bCmAYQtRaE,2025-04-27T00:45:56.661366500,588,351
agGzCRxc,2025-04-24T00:45:56.661366500,264,721
rgdqw,2025-05-05T00:45:56.661366500,527,289
nLKoXWefkyCxNmCcCWidw,2025-05-14T00:45:56.661366500,387,174
xW,2025-05-02T00:45:56.661366500,840,583
qCZdHbkwPRpVuOsP,2025-05-01T00:45:56.661366500,399,467
SWDhyTgqzMUnuaxgDyMLatpbf,2025-04-17T00:45:56.661366500,128,198
CYRwoiAzA,2025-04-28T00:45:56.661366500,937,565
BKhKlYaBsPiGtqZtOUtuXuOLnmrDmfj,2025-05-11T00:45:56.661366500,545,513
EItgCiSlADa,2025-04-21T00:45:56.661366500,686,624
sYC,2025-04-28T00:45:56.661366500,140,396
owWzRTHMeeMeoaSRABE,2025-04-19T00:45:56.661366500,393,383
Iiqojx,2025-05-12T00:45:56.661366500,94,695
kErQpJgZAfPjkzNPUMhfViqWTqKZwP,2025-05-07T00:45:56.661366500,630,190
vfuWut,2025-04-20T00:45:56.661366500,195,836
YcOhhyj,2025-05-15T00:45:56.661366500,267,747
oJSF,2025-05-12T00:45:56.661366500,23,968
UgtNLBRWCEcMagMLMtK,2025-05-16T00:45:56.661366500,189,484
HRppVJyUpylcOVqJcERdBbLGchl,2025-04-17T00:45:56.661366500,695,417
pajfzuEZVVFpsLL,2025-05-13T00:45:56.661366500,572,414
oGZbKxwupdqCSmh,2025-05-03T00:45:56.661366500,408,783
O,2025-04-29T00:45:56.662370500,1,401
AoJNhncDTPdgsAkdznOyg,2025-04-24T00:45:56.662370500,161,155
VAeKiuKfCrhkAsmMITo,2025-05-16T00:45:56.662370500,465,418
cLGOZisuycwxI,2025-04-27T00:45:56.662370500,653,301
IsmrXNsrbWaiiDkuntUnB,2025-05-13T00:45:56.662370500,479,541
ngSXngfnkddXEnVUCUzpLR,2025-05-14T00:45:56.662370500,755,112
tFdiUbEjEOReEXy,2025-05-09T00:45:56.662370500,531,629
CIyxdtTsNDZSh,2025-05-02T00:45:56.662370500,870,638
lgUaJpbCyiOygNo,2025-05-10T00:45:56.663368500,320,577
HPVPDVEcZKhNZezRb,2025-05-02T00:45:56.663368500,575,550
uLvNn,2025-05-09T00:45:56.664367,753,63
SYI,2025-04-24T00:45:56.664367,103,301
AaKXmmwErHEdladHV,2025-04-19T00:45:56.664367,90,127
kSptYmLu,2025-04-27T00:45:56.664367,815,805
buqSgZtBcZPnKUsAbs,2025-04-23T00:45:56.664367,493,618
nMmTg,2025-04-19T00:45:56.664367,298,434
bSqWczSAlAnKnYmhXEFnWcVg,2025-05-12T00:45:56.664367,455,299
CaTwDvjDKpDtohNcOCqvB,2025-05-01T00:45:56.664367,609,170
lSbFVMhw,2025-04-29T00:45:56.664367,458,738
MWHcjpOpG,2025-04-26T00:45:56.664367,117,65
BubrEo,2025-04-23T00:45:56.664367,647,351
IMCM,2025-04-24T00:45:56.664367,491,556
HVVyAIWXi,2025-05-01T00:45:56.664367,300,525
pIWIiQCkULMvUFBqIahhjWmekZ,2025-04-25T00:45:56.664367,459,354
EFIyPY,2025-04-21T00:45:56.664367,923,819
ObTWDzdJzHGUuyp,2025-05-16T00:45:56.664367,929,949
KaPyCKROtYLzDhGAphs,2025-05-12T00:45:56.664367,144,528
ajCLyKVfYgXQNRbxpbWaHiROcjnZM,2025-05-07T00:45:56.664367,802,364
imDBWnPck,2025-05-15T00:45:56.664367,312,243
qaSQwFuecPYZ,2025-04-28T00:45:56.664367,877,234
GCqOHGggjXTzElWjWnBbREcP,2025-04-27T00:45:56.664367,932,196
Evk,2025-05-12T00:45:56.664367,82,211
EBYdnaZ,2025-04-17T00:45:56.664367,501,470
WmhHpSDuk,2025-04-17T00:45:56.664367,628,600
soQfPkppIYlCuyfqJij,2025-05-15T00:45:56.665367200,865,70
WCCOUAtp,2025-05-16T00:45:56.665367200,284,560
xiFMgpCGjlEXBJJBUI,2025-04-20T00:45:56.665367200,33,929
dssHuZRVzuf,2025-04-19T00:45:56.665367200,794,113
tRgiHJlOuyypC,2025-05-14T00:45:56.665367200,366,171
PO,2025-05-15T00:45:56.665367200,818,232
BudRiOKLHQD,2025-04-24T00:45:56.665367200,665,644
bRIscIFJpKCmPHHwojZvxIpjjc,2025-04-17T00:45:56.665367200,946,620
azEHKPiZkRWuDrPTOoQ,2025-04-18T00:45:56.665367200,6,896
HPPIwzKtbJZhezbWjGiEvID,2025-05-13T00:45:56.665367200,934,770
VWZNZvDjUNsp,2025-04-25T00:45:56.665367200,135,181
uXLrKtKlKIyjCoUmXSp,2025-04-22T00:45:56.665367200,11,507
VcMyVdlGXdtcUKyZn,2025-05-08T00:45:56.665367200,100,393
bzXYSihNoxMxeCyXVjFQzgjtRkRQ,2025-05-01T00:45:56.665367200,960,515
BwWVVUOeZoUXbPGpRyPZB,2025-04-29T00:45:56.665367200,280,615
LgtJaocoN,2025-05-08T00:45:56.665367200,783,41
NziVNhodxHAGKYMthkFA,2025-04-21T00:45:56.665367200,121,462
lgwJNDECn,2025-04-29T00:45:56.665367200,133,434
lUFVTp,2025-05-14T00:45:56.665367200,179,375
dOHPJNexdjRWoriojrPtptJ,2025-05-13T00:45:56.665367200,272,782
xEAa,2025-05-13T00:45:56.665367200,867,143
DkpRCoqMrBbcmPUJnv,2025-04-19T00:45:56.665367200,219,86
uhk,2025-05-05T00:45:56.665367200,306,90
zCeMaAMnP,2025-04-29T00:45:56.665367200,995,23
CRdlRNhuJuAQBFilQgxDk,2025-05-15T00:45:56.665367200,370,758
HcYZWbAGQyllxHdRDWT,2025-04-21T00:45:56.665367200,707,299
uMVXUdVsLuobTdfaNtUMHgmx,2025-05-06T00:45:56.665367200,915,734
OzFDFmqLFPzprTLqqMtsoXk,2025-05-01T00:45:56.665367200,611,371
ltpEKrybHg,2025-04-24T00:45:56.665367200,997,905
GvIZrTe,2025-04-30T00:45:56.665367200,784,629
iRlrkpsgNNoiog,2025-04-20T00:45:56.665367200,355,396
ItxWOResFTvGIbYubgCBRtGV,2025-05-05T00:45:56.666438200,796,415
RjiFpcpyMySCLCTzFlEnNtoLdNZTNy,2025-04-17T00:45:56.666438200,333,642
BYdJQpTOw,2025-04-29T00:45:56.666438200,905,495
HZUPvTUwLS,2025-04-20T00:45:56.666438200,653,52
dPWJBfS,2025-05-16T00:45:56.666438200,891,46
hVK,2025-04-30T00:45:56.666438200,802,629
clywBPUALDFYQZPgRNoDDgTqC,2025-05-14T00:45:56.666748700,320,614
WUqOg,2025-05-08T00:45:56.666748700,436,384
sVzW,2025-05-13T00:45:56.666748700,869,588
iJmJCUlYFjpOUyuCxyhbXrj,2025-04-21T00:45:56.666748700,187,926
thOEgiykAy,2025-05-01T00:45:56.666748700,36,470
StSNjzclopLtUgGkjvDtCRhpRUDfzn,2025-04-30T00:45:56.666748700,126,699
jdAXHMmXchneZnTixdHqkhuFoTYmPcl,2025-04-29T00:45:56.666748700,985,514
JaAPMemw,2025-05-01T00:45:56.666748700,323,991
fbvvOW,2025-04-28T00:45:56.666748700,267,339
GSUSzexbXfGfEvhqnituWXzd,2025-05-08T00:45:56.666748700,813,984
VCmDAFObLefNCguuL,2025-04-30T00:45:56.666748700,707,587
CUFEGbHlJb,2025-05-12T00:45:56.666748700,677,29
SIIZKsvxpnqplYCeQzFbfmKg,2025-04-26T00:45:56.666748700,615,714
ASgmvDTwftWnXifrMhklTaOlJK,2025-05-04T00:45:56.666748700,455,216
VVZKAttubmcPDCZi,2025-04-23T00:45:56.666748700,999,971
ZGvN,2025-04-21T00:45:56.666748700,396,727
nwhBQURmfwkucsIEPTD,2025-05-14T00:45:56.666748700,922,913
JuFIuhfsStdrU,2025-04-26T00:45:56.666748700,143,217
yAwUKPvikgXvSHJtrKAzsFxV,2025-04-29T00:45:56.666748700,90,557
uLjaBjBbxzJdWmNPuoTKGcC,2025-05-11T00:45:56.666748700,146,719
XFrJfeMhmRNzB,2025-04-17T00:45:56.666748700,234,660
LHuOLOLGMQsOIMDTWVlro,2025-05-08T00:45:56.666748700,232,158
txStU,2025-05-04T00:45:56.666748700,770,437
zffsvcdKPsYMibAma,2025-05-13T00:45:56.666748700,735,874
BClxhkPYOlAlfjBTqf,2025-05-16T00:45:56.666748700,647,421
PonMELzVqcZZZZalKOBV,2025-05-01T00:45:56.666748700,133,428
ZNWPhtyZVe,2025-05-06T00:45:56.666748700,88,530
BurGgxgyeZjfHNiwooXOuhNbIyrM,2025-04-30T00:45:56.667946200,173,416
VLmmLvmkSWjcVF,2025-04-17T00:45:56.667946200,571,317
zjLqADecgoJMRLZb,2025-05-11T00:45:56.667946200,331,872
mTlBFFDKTLDMiBQQmOKGKSec,2025-04-18T00:45:56.667946200,706,105
ypFOmzjJeetDeWfga,2025-05-08T00:45:56.667946200,558,656
zIjjezWkCibfajQsVXfoJwZ,2025-05-10T00:45:56.667946200,20,25
AkfRpNxkAoceahykazHyshY,2025-05-12T00:45:56.667946200,926,670
xuXKTyrDOzCjKFOvW,2025-05-09T00:45:56.667946200,934,874
wNzrJUtmfHUXB,2025-04-23T00:45:56.667946200,742,154
RfOBsH,2025-05-08T00:45:56.667946200,178,327
uOvbBXEWILdYTuCeZ,2025-05-15T00:45:56.667946200,960,846
iqpGEACudRPsAL,2025-05-01T00:45:56.667946200,670,158
yriQqVxxP,2025-05-12T00:45:56.667946200,615,160
pvWkDXZJzqHUuviAXeprWvdSkfqH,2025-04-26T00:45:56.667946200,352,931
GoKPXRar,2025-04-27T00:45:56.667946200,619,564
IFgHzhgfyS,2025-05-13T00:45:56.667946200,98,195
bGGGplgW,2025-04-28T00:45:56.667946200,727,259
evHlalcQbWEkQoAWjJHSPyZVlOziJkP,2025-04-22T00:45:56.667946200,702,257
WCGyLyaBNrbhegJ,2025-05-10T00:45:56.668936500,496,697
XyIaIjFJPmQKhRaE,2025-04-30T00:45:56.668936500,659,232
GmIXjuoNmYPu,2025-04-26T00:45:56.668936500,293,71
OxeRADJDz,2025-04-28T00:45:56.668936500,860,147
inRFDuamJSRyGBRfGSGxsvUjmCo,2025-05-01T00:45:56.668936500,18,722
nfeIioocWHwvIcLXWfgUSf,2025-05-05T00:45:56.668936500,458,375
OINJahMEAytpcvCtgPimloRTYqDQe,2025-05-11T00:45:56.668936500,842,104
ZklIxXrFs,2025-05-04T00:45:56.668936500,397,490
lFNH,2025-04-21T00:45:56.668936500,468,370
NSzfPwjLCxHSvateQRfklLio,2025-04-24T00:45:56.668936500,241,315
SDTSJTXDAFnqAOmeZjTYPtuzV,2025-04-24T00:45:56.668936500,603,821
GiccKplrA,2025-04-17T00:45:56.668936500,359,80
ByubsaBqHoPcLOsQtbJvQh,2025-05-11T00:45:56.668936500,784,763
fgEWvmmoFLvVTxDUMJgKvTAtKNgrl,2025-05-06T00:45:56.668936500,540,320
R,2025-05-16T00:45:56.668936500,501,921
VEZiRRpTz,2025-05-02T00:45:56.668936500,370,666
REmFqHwQpmKSkvyspAotvH,2025-04-23T00:45:56.668936500,352,989
PrAvkVmZRCMNLmmHSgqGC,2025-05-09T00:45:56.668936500,690,431
QJljyYtPXsDJJR,2025-05-03T00:45:56.668936500,699,593
GmXAlDWxThb,2025-04-29T00:45:56.668936500,932,547
UsZlNtwHJ,2025-04-23T00:45:56.669935100,418,799
n,2025-05-02T00:45:56.669935100,678,197
IpMBWvdwCr,2025-05-01T00:45:56.669935100,714,550
sV,2025-05-05T00:45:56.669935100,766,223
h,2025-04-28T00:45:56.669935100,922,697
PwbSkkKVfhkSRniNGmSj,2025-04-17T00:45:56.669935100,964,330
ibdnFaQgxDRYnewKKFDmrFstKE,2025-05-09T00:45:56.669935100,961,157
dEDpCQCzw,2025-05-13T00:45:56.669935100,96,252
kpgtNfXdf,2025-05-05T00:45:56.669935100,740,278
VRovFYCMjuUpaYnV,2025-04-27T00:45:56.670936700,495,174
LgbtWv,2025-05-05T00:45:56.670936700,712,208
TcOrlaqs,2025-05-01T00:45:56.670936700,481,885
KnxJnkCaBH,2025-05-11T00:45:56.670936700,840,232
LPQr,2025-04-18T00:45:56.670936700,280,394
k,2025-05-09T00:45:56.670936700,880,645
EcgxbtUFmBQhSGalLnHVDhqM,2025-04-23T00:45:56.670936700,103,213
VfriKvHJWGhDBAiHO,2025-05-11T00:45:56.670936700,30,847
ObJuJHTSYzXLWlLCNZJLDhfPLVur,2025-04-18T00:45:56.670936700,6,25
gbsCHNjqrnSjOoDIutjtBZPcLVoobL,2025-05-03T00:45:56.670936700,711,694
RdBXkmHibnOvxwQsT,2025-04-28T00:45:56.670936700,975,68
KkGcHXdJSGmGbxAW,2025-05-14T00:45:56.670936700,408,885
ValbxLecJWfNiPdhaSz,2025-05-13T00:45:56.670936700,796,626
raBfvjRJjSFyumBfCxKmbGJ,2025-04-24T00:45:56.670936700,74,146
SoaynBg,2025-04-25T00:45:56.670936700,260,887
udOLiiIvVKKjoTMyMHzhUdY,2025-05-07T00:45:56.670936700,997,552
JCKgmxUMvG,2025-04-25T00:45:56.670936700,466,686
MPnPuZRUNPchCqhplslGkvAlZMwRSeI,2025-04-21T00:45:56.670936700,843,113
M,2025-04-28T00:45:56.670936700,640,62
UBI,2025-04-27T00:45:56.670936700,556,575
OMqyTBnzEwZo,2025-04-24T00:45:56.670936700,670,160
mrktLmrzFYTHBwf,2025-05-06T00:45:56.670936700,751,531
KNQIsXSCJqoAGmEUPQDTVYf,2025-04-23T00:45:56.670936700,986,87
cjUinSSXyG,2025-05-11T00:45:56.671934800,649,755
pJsdFuPndMI,2025-05-01T00:45:56.671934800,521,3
MyK,2025-05-14T00:45:56.671934800,677,963
QhHbuFwvUoAp,2025-04-19T00:45:56.671934800,253,312
sHDt,2025-05-10T00:45:56.671934800,187,632
QnYrqNwICTIOmEtKlWnInFbuhdGLIE,2025-04-19T00:45:56.671934800,741,324
wABKOeIWErSGCdygCRCrUtklGN,2025-04-24T00:45:56.671934800,95,43
XbrNFXewkSrWsqOHlPZvc,2025-05-09T00:45:56.671934800,247,529
viysgFZ,2025-04-30T00:45:56.671934800,563,124
nNsXYBRrFnArmQOeljCAr,2025-04-24T00:45:56.671934800,442,183
TcmcMspLogHilGpqXRga,2025-04-20T00:45:56.671934800,860,196
ITjqMRrDXDCZCSXaNs,2025-05-06T00:45:56.671934800,707,855
GecsMNpzBVTbKvxKbZpGBqlRS,2025-05-05T00:45:56.671934800,820,777
TjMaPpjyGHoM,2025-05-02T00:45:56.671934800,383,532
KWYFHeCfwIFUfXXoSwZfJefiK,2025-05-02T00:45:56.671934800,465,888
kosvuluiCLNRvkEGMFggfiPUWCu,2025-05-12T00:45:56.671934800,175,574
uEhAXOQBkkUUeKDDiXUMvVyd,2025-05-13T00:45:56.671934800,132,462
LFgsSG,2025-05-02T00:45:56.671934800,490,96
MZrdDUWXCHuSvgUmVNEtdddrSf,2025-05-13T00:45:56.671934800,359,183
p,2025-04-28T00:45:56.671934800,781,180
AGRGMIuUgFKrnGwNXXTWb,2025-04-17T00:45:56.671934800,371,73
juAOxhyGnYp,2025-05-07T00:45:56.671934800,285,614
IyDvoiUQZTymhNXMEAlnXpqaZuhUe,2025-04-23T00:45:56.671934800,251,719
ZCwHchNlYQcmFvwbaZYEuBnD,2025-04-24T00:45:56.671934800,986,163
OaVEVduLvEiCqx,2025-05-07T00:45:56.671934800,943,722
JVk,2025-04-25T00:45:56.671934800,377,229
xUYqvzRBEdslIrwORyPmtlpp,2025-04-22T00:45:56.671934800,860,455
yazrtlzuzHRkcRJjiCkcSpMuvtHNQ,2025-05-11T00:45:56.671934800,482,875
bsYlJOfaqPtGiNJa,2025-05-03T00:45:56.671934800,920,590
ZIUPQTlnHdhJBceviQbwvKFIBFFvg,2025-04-29T00:45:56.671934800,297,355
nTPHSfpylSrsNoRfdlO,2025-05-05T00:45:56.671934800,762,55
QFCPUYLWlhvJSskVIDcCyHJFEeGdCWC,2025-05-01T00:45:56.671934800,484,410
hjz,2025-05-05T00:45:56.672933700,38,292
uLXUvZiXmssEdmmbolpVI,2025-05-07T00:45:56.672933700,842,872
rnSPNzQNMWjrGwgmNEXzQSFzv,2025-05-02T00:45:56.672933700,141,935
faaDS,2025-04-30T00:45:56.672933700,539,149
iUTBTETWHd,2025-04-26T00:45:56.672933700,693,498
aqHDWRrhikKpGzCkj,2025-05-10T00:45:56.672933700,729,706
JlSiHTCdzAw,2025-05-06T00:45:56.672933700,756,335
trW,2025-05-16T00:45:56.672933700,590,648
oYBooHgvCcYKo,2025-04-24T00:45:56.672933700,350,634
NshxpGiJUVPszDIPaNKQekSS,2025-05-16T00:45:56.672933700,250,795
blwqCC,2025-05-02T00:45:56.672933700,126,89
oVxMSlEBOeJQnvLzFGrQS,2025-04-26T00:45:56.672933700,641,947
zrk,2025-05-11T00:45:56.672933700,390,687
SkkC,2025-04-27T00:45:56.672933700,304,173
LxGpELLoqaNT,2025-04-23T00:45:56.672933700,627,251
uOvnumqi,2025-05-07T00:45:56.672933700,734,797
qBXGbPpUSKxtEGuNCHyQxjIqcQQ,2025-04-19T00:45:56.672933700,280,219
HNjMUmLaRIpOsz,2025-05-16T00:45:56.672933700,975,277
NHqezyujPKXOHkcNAzTvtxJLEEu,2025-05-10T00:45:56.672933700,855,189
SZfgqoZbl,2025-04-28T00:45:56.672933700,684,979
nUUpu,2025-05-16T00:45:56.672933700,207,444
bPJcXbSnMExgkhMExYUPwUtQzCyNW,2025-05-07T00:45:56.672933700,860,767
UtOKREsPVBokKmjjxJsukzXYpmUl,2025-04-25T00:45:56.672933700,627,995
rdfJsoDCoIBNJssmEXX,2025-04-30T00:45:56.672933700,104,394
YIG,2025-05-13T00:45:56.672933700,75,411
MuC,2025-05-01T00:45:56.672933700,702,873
bcthDscgRfFakivGnVxvVmWHc,2025-04-21T00:45:56.672933700,942,421
hbtnvuFTYRWuRearWiRCOibFlyIOjx,2025-05-16T00:45:56.672933700,690,624
ngruqUFBerOVXJ,2025-04-29T00:45:56.672933700,840,688
qSM,2025-04-30T00:45:56.672933700,38,795
mB,2025-05-04T00:45:56.672933700,648,377
vNnby,2025-04-18T00:45:56.672933700,215,773
Vd,2025-05-01T00:45:56.672933700,216,177
lpeFmh,2025-04-27T00:45:56.672933700,127,534
kPWDrVSXRYhoAmcZU,2025-04-22T00:45:56.673934300,990,133
vyOOJafWoFmjEbJBuiLGug,2025-04-30T00:45:56.673934300,303,446
cVurctUWlLBepsySVPhRleO,2025-04-20T00:45:56.673934300,254,150
rmmFzeYvMgUUCPLao,2025-04-28T00:45:56.673934300,621,391
NxFJFsQotvxAyDWlahThsaIMwzyrCo,2025-04-25T00:45:56.673934300,104,362
mLpRSyxNVjWnMs,2025-04-24T00:45:56.673934300,948,340
QyOtHYMkcXRDfYVeRuHmaAJzLbMD,2025-05-05T00:45:56.673934300,300,417
IXJkUjdsk,2025-04-24T00:45:56.673934300,530,443
TqTQbaqKHZLrEJCSZenRmAxsu,2025-05-14T00:45:56.673934300,531,413
ATaS,2025-04-29T00:45:56.673934300,126,348
fGecOsWWLcvMJmWifqfdsFoirEptiO,2025-04-21T00:45:56.673934300,516,669
K,2025-04-29T00:45:56.673934300,512,91
gbRfhnlDEsJoKWDAgvCJEXbzn,2025-04-19T00:45:56.673934300,191,504
olfHyeMAzAGeeQWxumdCHOWyM,2025-05-12T00:45:56.673934300,387,557
rfuwLEGWDyOxBv,2025-05-16T00:45:56.673934300,965,360
qWwrdiHdqveIAdGgNiRdePydtXDDojs,2025-04-23T00:45:56.673934300,129,229
UaQznIQnSakibbDplHdyPpTkLuWM,2025-04-23T00:45:56.673934300,790,20
BRTPLYNUVX,2025-05-08T00:45:56.673934300,599,689
H,2025-04-21T00:45:56.673934300,969,394
sSdJdVsaJWSxAteA,2025-05-01T00:45:56.673934300,984,287
BOEvWQSSSo,2025-04-25T00:45:56.673934300,698,67
wdktYVWET,2025-05-06T00:45:56.673934300,991,569
HkavGvbhiz,2025-05-04T00:45:56.673934300,692,811
QGYFa,2025-05-09T00:45:56.673934300,995,789
XKqMbXVGfMaHRGVOwcqjfiYcIwyT,2025-05-10T00:45:56.673934300,359,520
NYUynjfKUHfqjSDAG,2025-04-20T00:45:56.673934300,39,419
TJWQGLrdWyhjDdLzaaTRS,2025-04-23T00:45:56.673934300,216,957
VZMhiIyvWfYHVZkzw,2025-05-10T00:45:56.673934300,252,837
ysnmtHz,2025-05-11T00:45:56.673934300,710,213
pGX,2025-05-07T00:45:56.673934300,71,142
