user_id,tweet_id,timestamp,reactionType
248,996,2025-05-08T00:45:56.696935700,RETWEET
796,945,2025-04-29T00:45:56.696935700,REPLY
379,488,2025-04-30T00:45:56.696935700,REPLY
922,152,2025-05-15T00:45:56.696935700,RETWEET
828,131,2025-05-14T00:45:56.696935700,LIKE
919,164,2025-05-07T00:45:56.696935700,REPLY
937,75,2025-04-25T00:45:56.696935700,RETWEET
868,246,2025-04-30T00:45:56.696935700,REPLY
755,587,2025-05-09T00:45:56.696935700,REPLY
474,433,2025-05-09T00:45:56.696935700,LIKE
968,640,2025-05-05T00:45:56.696935700,REPLY
363,106,2025-05-01T00:45:56.696935700,REPLY
643,753,2025-05-15T00:45:56.697935900,LIKE
162,386,2025-05-01T00:45:56.697935900,REPLY
722,450,2025-05-12T00:45:56.697935900,REPLY
267,868,2025-05-14T00:45:56.697935900,RETWEET
464,698,2025-05-04T00:45:56.697935900,LIKE
136,114,2025-05-01T00:45:56.698938400,LIKE
254,181,2025-04-26T00:45:56.698938400,REPLY
905,2,2025-04-29T00:45:56.698938400,RETWEET
573,264,2025-04-20T00:45:56.698938400,LIKE
703,55,2025-04-17T00:45:56.698938400,REPLY
157,967,2025-05-06T00:45:56.698938400,REPLY
53,353,2025-05-02T00:45:56.698938400,LIKE
380,156,2025-05-11T00:45:56.698938400,RETWEET
361,280,2025-05-06T00:45:56.698938400,LIKE
498,644,2025-04-18T00:45:56.698938400,RETWEET
304,700,2025-05-11T00:45:56.698938400,RETWEET
56,373,2025-04-19T00:45:56.698938400,LIKE
645,60,2025-05-06T00:45:56.698938400,REPLY
84,30,2025-04-23T00:45:56.698938400,RETWEET
665,148,2025-05-04T00:45:56.698938400,RETWEET
827,75,2025-05-04T00:45:56.698938400,REPLY
799,58,2025-05-02T00:45:56.698938400,REPLY
554,441,2025-04-22T00:45:56.698938400,LIKE
291,689,2025-05-15T00:45:56.698938400,REPLY
883,491,2025-05-11T00:45:56.698938400,LIKE
728,159,2025-05-13T00:45:56.698938400,LIKE
303,826,2025-05-13T00:45:56.698938400,REPLY
563,466,2025-04-30T00:45:56.698938400,REPLY
468,516,2025-05-09T00:45:56.698938400,REPLY
668,736,2025-05-14T00:45:56.698938400,RETWEET
587,22,2025-05-02T00:45:56.698938400,LIKE
424,597,2025-04-30T00:45:56.698938400,RETWEET
962,678,2025-05-16T00:45:56.698938400,REPLY
574,747,2025-05-04T00:45:56.698938400,LIKE
553,485,2025-05-10T00:45:56.698938400,LIKE
762,602,2025-04-27T00:45:56.698938400,REPLY
966,117,2025-04-20T00:45:56.698938400,RETWEET
930,846,2025-05-03T00:45:56.698938400,REPLY
560,314,2025-04-26T00:45:56.698938400,LIKE
812,463,2025-04-20T00:45:56.698938400,REPLY
631,906,2025-05-01T00:45:56.698938400,LIKE
512,26,2025-04-17T00:45:56.698938400,REPLY
54,772,2025-04-25T00:45:56.700030200,REPLY
948,198,2025-04-22T00:45:56.700030200,REPLY
857,677,2025-05-04T00:45:56.700030200,LIKE
916,754,2025-04-20T00:45:56.700030200,LIKE
611,564,2025-05-08T00:45:56.700030200,REPLY
520,341,2025-05-02T00:45:56.700030200,RETWEET
281,149,2025-05-10T00:45:56.700030200,LIKE
808,671,2025-05-05T00:45:56.700030200,REPLY
683,908,2025-04-20T00:45:56.700030200,RETWEET
113,540,2025-04-21T00:45:56.700030200,LIKE
603,980,2025-05-14T00:45:56.700030200,REPLY
692,738,2025-04-23T00:45:56.700030200,RETWEET
339,491,2025-05-16T00:45:56.700030200,REPLY
971,128,2025-05-05T00:45:56.700030200,RETWEET
603,519,2025-05-07T00:45:56.700030200,RETWEET
608,919,2025-04-21T00:45:56.700030200,RETWEET
642,571,2025-04-23T00:45:56.700030200,LIKE
310,211,2025-04-26T00:45:56.700030200,LIKE
296,82,2025-04-18T00:45:56.700030200,LIKE
18,697,2025-04-20T00:45:56.700030200,LIKE
738,994,2025-05-15T00:45:56.700030200,RETWEET
189,474,2025-05-06T00:45:56.700030200,RETWEET
257,603,2025-04-20T00:45:56.700030200,RETWEET
929,388,2025-05-13T00:45:56.700030200,RETWEET
1000,181,2025-04-25T00:45:56.700030200,REPLY
134,450,2025-05-15T00:45:56.700030200,LIKE
550,543,2025-05-15T00:45:56.700030200,RETWEET
761,755,2025-05-06T00:45:56.700030200,LIKE
529,837,2025-04-27T00:45:56.700030200,RETWEET
769,385,2025-04-25T00:45:56.700030200,REPLY
303,124,2025-05-12T00:45:56.700030200,REPLY
651,880,2025-04-25T00:45:56.700030200,REPLY
100,635,2025-04-21T00:45:56.700030200,RETWEET
629,18,2025-05-16T00:45:56.701029300,LIKE
339,275,2025-04-26T00:45:56.701029300,REPLY
37,763,2025-05-01T00:45:56.701029300,REPLY
717,642,2025-05-10T00:45:56.701978300,REPLY
582,780,2025-05-02T00:45:56.702937200,LIKE
235,470,2025-04-23T00:45:56.702937200,REPLY
659,985,2025-05-04T00:45:56.702937200,RETWEET
753,972,2025-04-18T00:45:56.702937200,RETWEET
555,727,2025-04-19T00:45:56.702937200,LIKE
269,49,2025-04-25T00:45:56.702937200,RETWEET
470,550,2025-04-22T00:45:56.702937200,REPLY
997,623,2025-05-10T00:45:56.702937200,LIKE
999,442,2025-05-03T00:45:56.702937200,RETWEET
164,927,2025-05-03T00:45:56.702937200,REPLY
179,653,2025-05-08T00:45:56.702937200,LIKE
803,387,2025-05-09T00:45:56.702937200,RETWEET
255,185,2025-04-18T00:45:56.702937200,REPLY
631,758,2025-05-09T00:45:56.702937200,RETWEET
384,280,2025-05-07T00:45:56.702937200,RETWEET
452,44,2025-05-07T00:45:56.702937200,RETWEET
69,48,2025-05-09T00:45:56.702937200,REPLY
88,363,2025-04-28T00:45:56.702937200,REPLY
811,72,2025-05-01T00:45:56.702937200,RETWEET
110,391,2025-05-13T00:45:56.702937200,RETWEET
440,139,2025-04-25T00:45:56.702937200,LIKE
49,278,2025-04-25T00:45:56.702937200,RETWEET
628,256,2025-04-21T00:45:56.702937200,LIKE
730,196,2025-05-10T00:45:56.702937200,LIKE
244,690,2025-05-01T00:45:56.702937200,LIKE
581,962,2025-04-29T00:45:56.702937200,LIKE
390,803,2025-05-08T00:45:56.702937200,REPLY
606,830,2025-05-10T00:45:56.702937200,REPLY
543,839,2025-04-25T00:45:56.702937200,LIKE
839,239,2025-05-10T00:45:56.702937200,LIKE
28,467,2025-04-22T00:45:56.702937200,RETWEET
128,40,2025-04-25T00:45:56.702937200,LIKE
369,990,2025-05-04T00:45:56.702937200,REPLY
993,640,2025-04-30T00:45:56.702937200,LIKE
822,569,2025-05-13T00:45:56.702937200,RETWEET
284,729,2025-04-24T00:45:56.704031100,RETWEET
417,971,2025-04-27T00:45:56.704031100,REPLY
712,30,2025-05-02T00:45:56.704031100,LIKE
588,912,2025-05-07T00:45:56.704031100,RETWEET
617,617,2025-05-14T00:45:56.704031100,LIKE
508,855,2025-05-05T00:45:56.704031100,RETWEET
443,879,2025-04-28T00:45:56.704031100,REPLY
618,281,2025-05-16T00:45:56.704031100,LIKE
619,661,2025-04-20T00:45:56.704031100,LIKE
794,488,2025-04-30T00:45:56.704031100,LIKE
666,439,2025-04-29T00:45:56.704031100,LIKE
892,872,2025-05-05T00:45:56.704031100,REPLY
558,312,2025-05-07T00:45:56.704031100,RETWEET
213,948,2025-04-26T00:45:56.704031100,RETWEET
461,807,2025-05-11T00:45:56.704031100,RETWEET
465,963,2025-05-14T00:45:56.704031100,RETWEET
151,675,2025-04-21T00:45:56.704031100,LIKE
903,129,2025-05-14T00:45:56.704031100,LIKE
5,860,2025-05-02T00:45:56.704031100,LIKE
433,985,2025-05-12T00:45:56.704031100,REPLY
615,246,2025-05-15T00:45:56.704031100,REPLY
981,845,2025-05-01T00:45:56.704031100,LIKE
947,395,2025-04-24T00:45:56.704031100,RETWEET
830,748,2025-05-04T00:45:56.704031100,REPLY
278,296,2025-04-30T00:45:56.704031100,LIKE
962,374,2025-04-29T00:45:56.704031100,LIKE
600,740,2025-05-16T00:45:56.704031100,RETWEET
864,736,2025-05-05T00:45:56.704031100,LIKE
422,940,2025-05-09T00:45:56.704031100,LIKE
523,194,2025-04-25T00:45:56.704031100,REPLY
340,616,2025-04-22T00:45:56.704031100,LIKE
324,787,2025-04-23T00:45:56.704031100,LIKE
724,474,2025-04-24T00:45:56.705027700,RETWEET
539,593,2025-05-02T00:45:56.705027700,LIKE
693,297,2025-05-08T00:45:56.705027700,REPLY
228,889,2025-04-27T00:45:56.705027700,REPLY
834,187,2025-04-18T00:45:56.705027700,RETWEET
397,364,2025-04-24T00:45:56.705027700,LIKE
888,176,2025-05-02T00:45:56.705027700,LIKE
138,471,2025-04-24T00:45:56.705027700,REPLY
452,594,2025-05-02T00:45:56.705027700,LIKE
241,454,2025-05-15T00:45:56.705027700,REPLY
122,1,2025-04-22T00:45:56.705027700,REPLY
342,26,2025-04-18T00:45:56.705027700,RETWEET
366,38,2025-05-13T00:45:56.705027700,LIKE
516,302,2025-04-26T00:45:56.705027700,LIKE
461,601,2025-05-15T00:45:56.705027700,LIKE
498,948,2025-05-02T00:45:56.705027700,REPLY
984,892,2025-04-19T00:45:56.705027700,REPLY
425,951,2025-04-17T00:45:56.705027700,REPLY
222,751,2025-05-01T00:45:56.705027700,RETWEET
618,219,2025-05-14T00:45:56.705027700,LIKE
872,466,2025-04-25T00:45:56.705027700,REPLY
468,803,2025-05-14T00:45:56.705027700,RETWEET
68,253,2025-05-07T00:45:56.705027700,REPLY
534,359,2025-05-15T00:45:56.705027700,RETWEET
848,778,2025-04-28T00:45:56.705027700,LIKE
812,411,2025-04-22T00:45:56.705027700,LIKE
266,1000,2025-04-24T00:45:56.705027700,REPLY
425,163,2025-04-21T00:45:56.705027700,LIKE
877,318,2025-05-08T00:45:56.705027700,LIKE
205,714,2025-05-10T00:45:56.705027700,REPLY
796,705,2025-04-20T00:45:56.705027700,LIKE
666,33,2025-04-17T00:45:56.705027700,REPLY
682,957,2025-04-22T00:45:56.705027700,RETWEET
15,511,2025-05-02T00:45:56.705027700,LIKE
938,945,2025-05-09T00:45:56.706027700,LIKE
2,842,2025-05-15T00:45:56.706027700,LIKE
830,44,2025-04-24T00:45:56.706027700,RETWEET
54,224,2025-04-20T00:45:56.706027700,LIKE
404,614,2025-05-12T00:45:56.706027700,RETWEET
223,574,2025-05-07T00:45:56.706027700,REPLY
266,362,2025-05-14T00:45:56.706027700,REPLY
45,602,2025-04-22T00:45:56.706027700,REPLY
138,753,2025-04-29T00:45:56.706027700,REPLY
466,228,2025-05-12T00:45:56.706027700,LIKE
54,665,2025-05-15T00:45:56.706027700,LIKE
254,939,2025-04-26T00:45:56.706027700,LIKE
661,656,2025-04-29T00:45:56.706027700,LIKE
4,720,2025-05-16T00:45:56.706027700,RETWEET
199,599,2025-05-08T00:45:56.706027700,LIKE
478,702,2025-04-29T00:45:56.706027700,LIKE
34,797,2025-05-08T00:45:56.706027700,REPLY
620,473,2025-04-18T00:45:56.706027700,REPLY
578,594,2025-04-25T00:45:56.706027700,RETWEET
452,336,2025-05-04T00:45:56.706027700,REPLY
637,945,2025-05-13T00:45:56.706027700,RETWEET
237,186,2025-04-22T00:45:56.706027700,REPLY
240,407,2025-04-18T00:45:56.706027700,RETWEET
441,346,2025-04-30T00:45:56.706027700,RETWEET
591,497,2025-05-09T00:45:56.706027700,RETWEET
220,48,2025-04-26T00:45:56.706027700,REPLY
1,892,2025-05-13T00:45:56.706027700,RETWEET
662,99,2025-05-02T00:45:56.706935500,REPLY
72,269,2025-04-30T00:45:56.706935500,LIKE
730,726,2025-05-15T00:45:56.706935500,RETWEET
572,10,2025-04-27T00:45:56.706935500,RETWEET
465,624,2025-05-10T00:45:56.706935500,RETWEET
580,967,2025-05-08T00:45:56.706935500,REPLY
552,7,2025-05-12T00:45:56.706935500,LIKE
535,373,2025-05-09T00:45:56.706935500,RETWEET
183,388,2025-05-10T00:45:56.706935500,REPLY
270,247,2025-04-29T00:45:56.706935500,REPLY
60,932,2025-04-17T00:45:56.706935500,RETWEET
469,328,2025-05-05T00:45:56.706935500,RETWEET
146,807,2025-05-10T00:45:56.706935500,LIKE
979,828,2025-04-22T00:45:56.706935500,RETWEET
865,205,2025-05-15T00:45:56.706935500,REPLY
372,104,2025-05-07T00:45:56.706935500,LIKE
437,501,2025-04-26T00:45:56.706935500,REPLY
204,231,2025-05-10T00:45:56.706935500,LIKE
44,262,2025-05-11T00:45:56.706935500,LIKE
303,750,2025-05-06T00:45:56.707935400,RETWEET
554,413,2025-05-03T00:45:56.707935400,RETWEET
200,15,2025-05-10T00:45:56.707935400,RETWEET
11,589,2025-04-22T00:45:56.707935400,RETWEET
367,572,2025-05-14T00:45:56.707935400,LIKE
954,522,2025-05-11T00:45:56.707935400,LIKE
352,777,2025-04-24T00:45:56.707935400,LIKE
9,341,2025-05-11T00:45:56.707935400,LIKE
310,932,2025-04-19T00:45:56.707935400,RETWEET
654,761,2025-04-26T00:45:56.707935400,REPLY
613,771,2025-04-28T00:45:56.707935400,LIKE
778,551,2025-05-16T00:45:56.707935400,RETWEET
513,189,2025-04-22T00:45:56.707935400,RETWEET
89,632,2025-04-19T00:45:56.707935400,RETWEET
355,929,2025-04-18T00:45:56.707935400,LIKE
79,19,2025-04-21T00:45:56.707935400,LIKE
207,274,2025-04-23T00:45:56.707935400,LIKE
898,424,2025-04-17T00:45:56.707935400,LIKE
500,936,2025-04-23T00:45:56.707935400,REPLY
943,357,2025-04-20T00:45:56.707935400,RETWEET
613,692,2025-05-13T00:45:56.707935400,RETWEET
431,848,2025-05-03T00:45:56.707935400,REPLY
440,52,2025-04-30T00:45:56.707935400,RETWEET
220,294,2025-04-19T00:45:56.707935400,REPLY
792,804,2025-04-26T00:45:56.707935400,LIKE
231,533,2025-04-28T00:45:56.707935400,RETWEET
819,404,2025-05-07T00:45:56.707935400,RETWEET
188,56,2025-05-14T00:45:56.707935400,LIKE
399,38,2025-04-19T00:45:56.707935400,RETWEET
98,332,2025-05-14T00:45:56.707935400,LIKE
723,513,2025-05-11T00:45:56.707935400,REPLY
250,924,2025-04-18T00:45:56.709037,RETWEET
412,241,2025-05-11T00:45:56.709037,RETWEET
998,610,2025-05-15T00:45:56.709037,LIKE
435,635,2025-04-27T00:45:56.709037,RETWEET
727,716,2025-04-26T00:45:56.709037,REPLY
683,695,2025-05-02T00:45:56.709037,REPLY
21,530,2025-05-13T00:45:56.709037,RETWEET
796,460,2025-04-27T00:45:56.709037,RETWEET
579,471,2025-05-16T00:45:56.709037,LIKE
7,902,2025-05-16T00:45:56.709037,LIKE
10,936,2025-04-28T00:45:56.709037,RETWEET
710,462,2025-05-08T00:45:56.709037,LIKE
126,409,2025-05-16T00:45:56.709037,RETWEET
424,646,2025-04-21T00:45:56.709037,LIKE
914,347,2025-05-16T00:45:56.709037,RETWEET
876,973,2025-04-18T00:45:56.709037,RETWEET
969,125,2025-05-11T00:45:56.709037,RETWEET
345,381,2025-05-09T00:45:56.709037,RETWEET
337,198,2025-04-28T00:45:56.709037,RETWEET
268,922,2025-05-06T00:45:56.709037,REPLY
558,441,2025-05-05T00:45:56.709037,RETWEET
546,608,2025-05-11T00:45:56.709037,REPLY
397,680,2025-05-01T00:45:56.709037,LIKE
966,413,2025-05-11T00:45:56.709037,LIKE
943,507,2025-05-07T00:45:56.709037,LIKE
279,308,2025-05-11T00:45:56.709037,RETWEET
183,187,2025-05-04T00:45:56.709037,REPLY
171,477,2025-05-16T00:45:56.709037,LIKE
508,996,2025-04-20T00:45:56.709037,RETWEET
325,540,2025-04-20T00:45:56.709037,LIKE
782,809,2025-04-20T00:45:56.709037,RETWEET
987,320,2025-04-20T00:45:56.709037,RETWEET
149,749,2025-05-03T00:45:56.709037,RETWEET
48,74,2025-05-12T00:45:56.709037,RETWEET
443,481,2025-04-20T00:45:56.709037,REPLY
5,198,2025-05-15T00:45:56.709037,LIKE
667,566,2025-04-22T00:45:56.710029400,RETWEET
319,84,2025-04-28T00:45:56.710029400,LIKE
738,729,2025-04-21T00:45:56.710029400,LIKE
149,594,2025-04-20T00:45:56.710029400,REPLY
604,379,2025-05-08T00:45:56.710029400,RETWEET
747,894,2025-04-20T00:45:56.710029400,REPLY
233,551,2025-05-03T00:45:56.710029400,REPLY
403,263,2025-05-01T00:45:56.710029400,REPLY
428,791,2025-04-25T00:45:56.710029400,REPLY
830,186,2025-04-21T00:45:56.710029400,LIKE
629,914,2025-05-01T00:45:56.710029400,REPLY
696,999,2025-05-15T00:45:56.710029400,RETWEET
709,208,2025-04-30T00:45:56.710029400,RETWEET
448,494,2025-04-25T00:45:56.710029400,RETWEET
167,147,2025-04-20T00:45:56.710029400,REPLY
164,886,2025-05-07T00:45:56.710029400,RETWEET
955,365,2025-05-07T00:45:56.710029400,RETWEET
229,822,2025-05-12T00:45:56.710029400,LIKE
134,98,2025-05-07T00:45:56.710029400,LIKE
928,774,2025-04-17T00:45:56.710029400,REPLY
457,155,2025-05-16T00:45:56.710029400,LIKE
963,49,2025-04-23T00:45:56.710029400,LIKE
857,758,2025-05-14T00:45:56.710029400,LIKE
818,136,2025-04-23T00:45:56.710029400,LIKE
722,926,2025-04-18T00:45:56.710029400,RETWEET
915,551,2025-05-16T00:45:56.710029400,LIKE
567,148,2025-04-22T00:45:56.710029400,LIKE
857,416,2025-05-09T00:45:56.710029400,LIKE
991,255,2025-04-27T00:45:56.710029400,REPLY
90,949,2025-04-17T00:45:56.710029400,REPLY
745,359,2025-05-06T00:45:56.710029400,REPLY
837,996,2025-04-22T00:45:56.710029400,REPLY
288,537,2025-04-26T00:45:56.710029400,RETWEET
482,669,2025-04-20T00:45:56.710029400,REPLY
735,146,2025-04-19T00:45:56.710029400,RETWEET
255,119,2025-05-10T00:45:56.711028500,RETWEET
70,963,2025-04-29T00:45:56.711028500,RETWEET
824,199,2025-05-12T00:45:56.711028500,RETWEET
356,709,2025-04-20T00:45:56.711028500,LIKE
503,266,2025-04-24T00:45:56.711028500,LIKE
651,664,2025-04-26T00:45:56.711028500,RETWEET
552,549,2025-04-22T00:45:56.711028500,REPLY
75,235,2025-04-18T00:45:56.711028500,LIKE
397,427,2025-05-07T00:45:56.711028500,LIKE
630,563,2025-05-14T00:45:56.711028500,REPLY
650,422,2025-05-09T00:45:56.711028500,LIKE
811,547,2025-04-22T00:45:56.711028500,REPLY
934,61,2025-05-13T00:45:56.711028500,RETWEET
486,957,2025-04-22T00:45:56.711028500,REPLY
73,568,2025-04-21T00:45:56.711028500,REPLY
348,953,2025-05-07T00:45:56.711028500,REPLY
250,588,2025-05-11T00:45:56.711935900,REPLY
848,986,2025-04-26T00:45:56.711935900,REPLY
202,440,2025-05-08T00:45:56.711935900,RETWEET
541,535,2025-04-30T00:45:56.711935900,RETWEET
673,438,2025-05-12T00:45:56.711935900,REPLY
917,728,2025-04-20T00:45:56.711935900,LIKE
141,195,2025-05-10T00:45:56.711935900,REPLY
466,887,2025-04-17T00:45:56.711935900,RETWEET
978,895,2025-05-02T00:45:56.711935900,LIKE
399,107,2025-04-30T00:45:56.711935900,LIKE
35,371,2025-04-27T00:45:56.711935900,RETWEET
894,641,2025-04-27T00:45:56.711935900,REPLY
595,366,2025-05-15T00:45:56.711935900,LIKE
275,660,2025-05-10T00:45:56.711935900,REPLY
509,29,2025-04-23T00:45:56.711935900,REPLY
733,788,2025-04-29T00:45:56.711935900,RETWEET
677,293,2025-04-27T00:45:56.711935900,LIKE
927,755,2025-05-12T00:45:56.711935900,REPLY
556,195,2025-04-23T00:45:56.711935900,REPLY
528,563,2025-05-16T00:45:56.711935900,REPLY
107,762,2025-05-10T00:45:56.711935900,RETWEET
355,82,2025-05-11T00:45:56.711935900,REPLY
44,616,2025-04-22T00:45:56.711935900,REPLY
10,647,2025-05-05T00:45:56.711935900,REPLY
233,404,2025-05-03T00:45:56.712935400,RETWEET
244,302,2025-04-28T00:45:56.712935400,RETWEET
554,274,2025-04-24T00:45:56.712935400,REPLY
37,288,2025-05-07T00:45:56.712935400,RETWEET
410,730,2025-05-03T00:45:56.712935400,RETWEET
630,418,2025-04-27T00:45:56.712935400,REPLY
423,874,2025-05-01T00:45:56.712935400,LIKE
823,430,2025-05-09T00:45:56.712935400,REPLY
134,623,2025-04-18T00:45:56.712935400,LIKE
998,299,2025-04-23T00:45:56.712935400,LIKE
401,770,2025-05-15T00:45:56.712935400,RETWEET
495,11,2025-04-26T00:45:56.712935400,REPLY
12,1000,2025-04-27T00:45:56.712935400,RETWEET
489,906,2025-04-20T00:45:56.712935400,REPLY
494,882,2025-04-29T00:45:56.712935400,RETWEET
479,435,2025-05-05T00:45:56.712935400,REPLY
316,186,2025-04-26T00:45:56.712935400,REPLY
584,825,2025-05-11T00:45:56.712935400,RETWEET
555,640,2025-04-25T00:45:56.712935400,LIKE
130,882,2025-05-06T00:45:56.712935400,RETWEET
254,814,2025-04-23T00:45:56.712935400,REPLY
669,676,2025-04-28T00:45:56.712935400,RETWEET
155,869,2025-05-16T00:45:56.712935400,RETWEET
572,36,2025-05-15T00:45:56.712935400,RETWEET
513,90,2025-04-21T00:45:56.712935400,REPLY
711,756,2025-04-18T00:45:56.712935400,RETWEET
717,326,2025-04-20T00:45:56.712935400,RETWEET
70,302,2025-05-10T00:45:56.712935400,REPLY
805,756,2025-04-18T00:45:56.712935400,LIKE
218,334,2025-05-07T00:45:56.712935400,REPLY
883,456,2025-04-29T00:45:56.712935400,REPLY
897,750,2025-05-05T00:45:56.712935400,LIKE
837,165,2025-04-19T00:45:56.712935400,REPLY
873,598,2025-05-01T00:45:56.712935400,LIKE
198,121,2025-04-29T00:45:56.712935400,LIKE
981,984,2025-05-15T00:45:56.712935400,RETWEET
23,894,2025-04-26T00:45:56.712935400,REPLY
509,139,2025-04-29T00:45:56.713998900,RETWEET
307,851,2025-05-15T00:45:56.713998900,REPLY
313,957,2025-04-24T00:45:56.713998900,REPLY
254,970,2025-04-20T00:45:56.713998900,LIKE
920,425,2025-05-06T00:45:56.713998900,LIKE
442,198,2025-04-17T00:45:56.713998900,REPLY
854,484,2025-04-22T00:45:56.713998900,LIKE
310,503,2025-04-25T00:45:56.713998900,RETWEET
457,898,2025-04-22T00:45:56.713998900,LIKE
165,33,2025-04-17T00:45:56.713998900,REPLY
541,784,2025-05-06T00:45:56.713998900,REPLY
453,487,2025-04-21T00:45:56.713998900,RETWEET
715,939,2025-04-19T00:45:56.713998900,LIKE
422,216,2025-05-14T00:45:56.713998900,REPLY
757,53,2025-04-22T00:45:56.713998900,REPLY
554,315,2025-05-04T00:45:56.713998900,RETWEET
54,520,2025-04-20T00:45:56.713998900,LIKE
798,498,2025-05-05T00:45:56.713998900,REPLY
332,641,2025-04-30T00:45:56.713998900,REPLY
571,700,2025-05-05T00:45:56.713998900,LIKE
232,305,2025-05-13T00:45:56.713998900,RETWEET
626,295,2025-04-18T00:45:56.713998900,RETWEET
143,809,2025-05-01T00:45:56.713998900,LIKE
773,358,2025-05-04T00:45:56.713998900,RETWEET
309,912,2025-05-11T00:45:56.713998900,RETWEET
584,308,2025-05-05T00:45:56.713998900,LIKE
115,820,2025-04-30T00:45:56.713998900,RETWEET
952,402,2025-05-08T00:45:56.713998900,REPLY
680,449,2025-05-14T00:45:56.713998900,LIKE
779,381,2025-05-07T00:45:56.713998900,LIKE
173,17,2025-05-05T00:45:56.713998900,RETWEET
515,360,2025-05-15T00:45:56.713998900,REPLY
858,352,2025-05-03T00:45:56.713998900,LIKE
830,434,2025-05-13T00:45:56.713998900,LIKE
83,494,2025-05-15T00:45:56.713998900,REPLY
547,205,2025-04-29T00:45:56.713998900,RETWEET
739,579,2025-04-25T00:45:56.713998900,REPLY
63,278,2025-05-07T00:45:56.713998900,LIKE
275,803,2025-04-27T00:45:56.713998900,REPLY
652,918,2025-05-14T00:45:56.713998900,REPLY
228,365,2025-05-10T00:45:56.713998900,REPLY
217,33,2025-04-30T00:45:56.713998900,LIKE
944,552,2025-04-29T00:45:56.713998900,LIKE
532,944,2025-04-18T00:45:56.713998900,REPLY
19,945,2025-04-29T00:45:56.715468700,LIKE
188,529,2025-05-04T00:45:56.715468700,REPLY
853,647,2025-05-07T00:45:56.715468700,LIKE
299,287,2025-04-24T00:45:56.715468700,LIKE
99,471,2025-05-14T00:45:56.715468700,LIKE
820,46,2025-04-26T00:45:56.715468700,LIKE
134,646,2025-04-24T00:45:56.715468700,REPLY
535,396,2025-05-14T00:45:56.715468700,RETWEET
275,625,2025-04-20T00:45:56.715468700,RETWEET
358,328,2025-04-25T00:45:56.715468700,LIKE
485,276,2025-04-26T00:45:56.715468700,RETWEET
670,413,2025-04-22T00:45:56.715468700,REPLY
274,549,2025-04-25T00:45:56.715468700,RETWEET
325,228,2025-05-05T00:45:56.715468700,LIKE
266,455,2025-05-16T00:45:56.715468700,RETWEET
993,407,2025-05-01T00:45:56.715468700,REPLY
692,668,2025-05-08T00:45:56.715468700,REPLY
32,107,2025-05-06T00:45:56.715468700,RETWEET
816,959,2025-05-05T00:45:56.715468700,RETWEET
901,197,2025-05-10T00:45:56.715468700,LIKE
774,725,2025-05-09T00:45:56.715468700,REPLY
320,707,2025-04-20T00:45:56.715468700,REPLY
193,708,2025-05-12T00:45:56.715468700,REPLY
883,230,2025-04-25T00:45:56.716464900,REPLY
246,28,2025-04-25T00:45:56.716464900,REPLY
505,606,2025-05-02T00:45:56.716464900,RETWEET
913,550,2025-04-19T00:45:56.716464900,REPLY
529,666,2025-04-18T00:45:56.716464900,RETWEET
978,946,2025-05-03T00:45:56.716464900,LIKE
578,650,2025-04-29T00:45:56.716464900,REPLY
389,231,2025-04-29T00:45:56.716464900,LIKE
879,84,2025-04-27T00:45:56.716464900,LIKE
357,225,2025-05-05T00:45:56.716464900,LIKE
